target,model_variant,branch,ID,Atoms,Charge,split,seed,split_method,source_sha256
Distortion_E,main_and_supplementary,small,2508,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,23,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4981,30,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2497,32,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4977,26,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,16,34,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2495,30,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2493,30,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,10,32,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4990,34,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,12,32,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,5008,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4983,32,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,29,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4984,32,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,6,30,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2515,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2509,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2492,28,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2488,20,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,17,34,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2519,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,35,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,8,30,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2496,32,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2521,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2522,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,28,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,20,34,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4989,34,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,26,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4978,28,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2502,34,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,14,32,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,25,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4,28,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,18,34,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2491,28,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,9,32,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4986,32,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,7,30,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2520,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2489,24,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4996,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4988,32,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2507,34,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2503,34,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4975,20,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2499,32,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,5005,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2514,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,5006,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,5002,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2494,30,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2511,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2501,32,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4995,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2510,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4980,30,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,33,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,5003,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2512,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2516,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4993,34,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2490,26,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,30,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4998,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2,24,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2505,34,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,22,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,3,26,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,24,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4992,34,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,5000,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4979,28,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4991,34,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4987,32,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,21,36,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2513,36,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4976,24,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,15,34,-1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,4997,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,2504,34,1,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,5007,36,0,train,42,per_regime_random_row_80_20_seed42,df68da18ffd0347e369d4e7fdb0ebd77df270a86a376a1fa7c4f5f91498f365b
Distortion_E,main_and_supplementary,small,31,36,-1,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,2518,36,1,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,2517,36,1,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,2506,34,1,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,2498,32,1,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,4999,36,0,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,5009,36,0,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,2500,32,1,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,11,32,-1,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,1,20,-1,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
Distortion_E,main_and_supplementary,small,19,34,-1,test,42,per_regime_random_row_80_20_seed42,086762063b5535f696fe83fb1f83c66b62242d3de87115e4f0e8cb53ad394128
